city,state_name
Saint Ann,Missouri
Easton,Massachusetts
Delphi,Indiana
"Los Osos, Ca 93402 1416",Virginia
Cathedral City,California
E Grand Rapids,Michigan
Cedar Groove,New Jersey
Salver,Pennsylvania
Miami,Oklahoma
Shadyside,Maryland
Guilford,Connecticut
San Fransico,California
Bayamon,Puerto Rico
Hackett,Arkansas
Croton on Hudson,New York
Urbana,Ohio
"Wheaton, Md 20902 2139",Maryland
Bowie,Maryland
Maurertown,Virginia
Hanover Park,Illinois
Gardner,Kansas
Banner,Wyoming
Moosup,Connecticut
Hartford City,Indiana
Ananndale,Virginia
Whitney Point,New York
Centreville,Maryland
Meadowbrook,Pennsylvania
Greenfield,New Hampshire
Smithton,Illinois
Bergen,New York
Jamestown,Rhode Island
North Garden,Virginia
Willow,New York
Fox River Grove,Illinois
Ap,Military Americas
Grosse Ile,Michigan
Smith Town,New York
Blacksburg,Virginia
Los Angeles,Kansas
"Dunkirk, Md 20754 9763",Virginia
Greenvale,New York
Loleta,California
Hinton,Virginia
Annandale,Minnesota
Shenzhen,Military Pacific
Istanbul,Military Europe
Brownsville,Texas
Hartland,Maine
North Bay,New York
Stoughton,Massachusetts
Twentynin Plm,California
"Warrenton, Va 20188 0101",Virginia
Chesterbrook,Pennsylvania
Coral Gable,Florida
Pine Mountain,Georgia
Andover,Massachusetts
Rothschild,Wisconsin
Little Lake Harbor,New Jersey
Beesley's Point,New Jersey
Benbrook,Texas
West Peoria,Illinois
Breckenridge,Colorado
Oakland,Florida
Parma Heights,Ohio
Richmond,Texas
Burgess,Virginia
Madison,Mississippi
Ruby,Virginia
Matton,Illinois
Beach Haven,New Jersey
Mount Bethel,Pennsylvania
Petosky,Michigan
Brookfield,Connecticut
Lacon,Illinois
Blawenburg,New Jersey
Mattawan,New Jersey
Neavitt,Maryland
Moseley,Virginia
Wauwatosa,Wisconsin
Bloomingburg,New York
Jobstown,New Jersey
Golden Oak,Florida
Sabinal,Texas
Creston,West Virginia
Stonington,Maine
Rutland,North Dakota
Gaithersbug,Maryland
Sandy Level,Virginia
"Vienna, Va 22180 3642",Virginia
La Grange Park,Illinois
Simonton,Texas
Wahiawa,Hawaii
Harrington Park,New Jersey
Plymounth Meeting,Pennsylvania
Bucyrus,Kansas
Pmbk Pines,Florida
Huston,Texas
Twinsburg,Ohio
Franksville,Wisconsin
Waterloo,Wisconsin
Bradenton Beach,Florida
Salisbury Mills,New York
Bellaire,Michigan
Henderson,North Carolina
Arlington,Maryland
Haysville,Kansas
Center Conway,New Hampshire
West Point,Pennsylvania
Lafayette Hl,Pennsylvania
Hume,California
Forth Washington,Texas
Sun City,California
Voss,Military Europe
Knotts Island,North Carolina
Churchville,Maryland
Terrytown,Louisiana
Santa Fe,Tennessee
Farifax,California
Camuy,Puerto Rico
Anthony,West Virginia
Chesterfield,Massachusetts
Kewanee,Illinois
Springville,California
Cornwall,Pennsylvania
Beacon Falls,Connecticut
Fields,Oregon
Sherman Oaks,California
Mableton,Georgia
Pana,Illinois
Plymouth,Minnesota
Silver City,Nevada
Minnewaukan,North Dakota
La Vergne,Tennessee
Mesilla,New Mexico
Corona,New York
Bellmawr,New Jersey
Cheyney,Pennsylvania
"Elkridgelaurel, Md 20723",Maryland
White Salmon,Washington
Cicero,Indiana
Marion,Montana
Portsmouth,Virginia
Monrovia,Indiana
Northeast,District of Columbia
Ord Valley,Arizona
Stanford,California
Griffin,Georgia
Ridley Park,Pennsylvania
Spring Hill,Kansas
Winterport,Maine
New Lisbon,New Jersey
Mesquite,Nevada
Plattsburgh,New York
Ferndale,New York
Montello,Wisconsin
Portland,Massachusetts
East Taunton,Massachusetts
Rochester,New Hampshire
Riopiedras,Puerto Rico
Poplar,Montana
Leefonia,Ohio
Yigo,Guam
Fort Totten,North Dakota
Bunnell,Florida
E Bridgewater,Massachusetts
Willowick,Ohio
Forked River,New Jersey
Jessup,Pennsylvania
BOULDER,New York
Haverhill,Iowa
Shorewooed,Illinois
Indianapoliks,Indiana
Lewistown,Ohio
Poland,Maine
Waccabuc,New York
Ribera,New Mexico
Tecumseh,Michigan
Gonzalez,Louisiana
Waldore,Maryland
Andersonville,Tennessee
Chase,Maryland
Clive,Iowa
Idabel,Oklahoma
Clarendon Hills,Illinois
Madisonville,Kentucky
Huntersvile,North Carolina
Pribor,Military Europe
Lower Burrell,Pennsylvania
Brandenton,Florida
Elmdale,Kansas
Albany,New York
Rutherford,New Jersey
Cle Elum,Washington
Carondale,Pennsylvania
Cap. Hghts,Maryland
Mount Air,Virginia
Pinehurst,Idaho
Auburn,New Hampshire
Bulverde,Texas
Bryn Athyn,Pennsylvania
Little Egg Harbor,New Jersey
Broomes Island,Maryland
Rangeley,Maine
New Carrolton,Maryland
Hot Springs,South Dakota
Dennisport,Massachusetts
Roanoke,Virginia
Lawrence,Massachusetts
Hydes,Maryland
Shady,New York
Antrim,New Hampshire
Grass Valley,California
Bolingbrook,Illinois
Woodbine,New Jersey
Olean,New York
Katonah,New York
Wilkes-Barre,Pennsylvania
Ocean Gate,New Jersey
Linville,Virginia
Orleans,Vermont
Ourham,North Carolina
Wilkesbarre,Pennsylvania
Bullhead City,Arizona
Washington Dc,Rhode Island
Broque,Pennsylvania
Adelphi,Maryland
Ridgeland,Michigan
East Moriches,New York
Utica,New York
Howards Grove,Wisconsin
Fort Littleton,Pennsylvania
Idledale,Colorado
Newtown Sq,Pennsylvania
Grandy,North Carolina
West Park,New York
"Sterling, Va 20164 511010",Virginia
Gatesbury,Maryland
Martinsville,Virginia
Gibson,Iowa
Seattle,Minnesota
South Freeport,Maine
Box 3168 Apo Ae092653168,Virginia
Baltimore,Massachusetts
Readville,Massachusetts
Point Pleasant Boro,New Jersey
Highspire,Pennsylvania
Penney Farms,Florida
New Seabury,Rhode Island
Waunakee,Wisconsin
Forest Grove,Oregon
Landsdale,Pennsylvania
W. Brandywine,Pennsylvania
Xenia,Illinois
Delmar,Delaware
Homerville,Ohio
Ellettsville,Indiana
Ada,Minnesota
Elmwood Pike,New Jersey
S. Portland,Maine
Winston,Georgia
Laporte,Colorado
Merrimach,New Hampshire
Pine River,Minnesota
Heathrow,Florida
Dixon,California
Ellicott City,Virginia
Tonganoxie,Kansas
Hillsboro,New Mexico
Tuzon,Arizona
Grand Coteau,Louisiana
La Valle,Wisconsin
Comfort,Texas
Macogdoches,Texas
Great Falls,Montana
Bethany,Oklahoma
Elkton,Oregon
Hyattasville,Maryland
Eleva,Wisconsin
East Landsing,Michigan
Sasser,Georgia
Mainz,Delaware
Speryville,Virginia
Osborn,Missouri
Swisher,Iowa
Corsica,Pennsylvania
Saint Clairsville,Ohio
Centerton,Arkansas
Colrain,Massachusetts
Bonita,California
New Gretna,New Jersey
Manama,Military Pacific
Malad City,Idaho
Niantic,Connecticut
Canandagua,New York
Bartlett,Illinois
Lily Dale,New York
F,Virginia
Crystal,Minnesota
Onaway,Michigan
Las Angeles,California
Bloxom,Virginia
Coppell,Texas
Bastrop,Texas
Caballo,New Mexico
Oscoda,Michigan
Woodbury Heights,New Jersey
Mcdonough,Georgia
Fremont,New Hampshire
Killingcoorth,Connecticut
Foster,Virginia
Murrells Inlet,South Carolina
Blair,Nebraska
Harvededrace,Maryland
Andover,New Jersey
New Concord,Ohio
Sackets Hbr,New York
Merion Station,Pennsylvania
Stacy,Minnesota
Springfield,Ohio
Dameron,Maryland
Warwick,Rhode Island
Cooperburg,Pennsylvania
Lake Anna,Virginia
Dauphin Island,Alabama
Capay,California
Paradise,Utah
Salinas,California
Haverstraw,New York
Wilmington,California
Marco Island,Florida
Barnard,Vermont
Thompson,Connecticut
Evergreen Park,Illinois
South Hampton,New Hampshire
South Bend,Illinois
Arlington,Texas
Bowling Green,Kentucky
Hazelton,Idaho
Dana Point,California
Rockwood,Michigan
Beulah,Michigan
New Ulm,Minnesota
New Lebanon,Ohio
Girard,Ohio
Colleyville,Texas
Rock Springs,Wyoming
Richardsville,Virginia
Oakdale,Minnesota
Helmetta,New Jersey
Foothill Ranch,California
hurley,New York
White Hall,Virginia
Jackson,Ohio
deerfield beach,New York
Bassfield,Mississippi
Oakham,Massachusetts
Ogdensburg,New York
Hilton Head,South Carolina
Sparks,Nevada
"Jamaica Plain ",Montana
Deroit,Michigan
Myersville,Maryland
Orange,California
Denton,Maryland
Folcroft,Pennsylvania
Brewer,Maine
Hillsboro,Missouri
Pittsville,Wisconsin
Grove City,Ohio
Milton,New York
Chuckey,Tennessee
Folton,Maryland
Canton,Texas
Liberty,North Carolina
Pataska,Ohio
Matlacha,Florida
Daniel Island,South Carolina
Middlebury,Connecticut
Cockeyville,Maryland
Taylors,South Carolina
Spring Lake,Michigan
Pinebluff,North Carolina
Almont,Colorado
Laverock,Pennsylvania
Newton Centre,Massachusetts
Boonton Twp.,New Jersey
Lakeside Marblehead,Ohio
Reseda,California
Esko,Minnesota
Deerfield,New Hampshire
South San Francisco,California
"Sunnyvale,",California
Jemison,Alabama
Morgan City,Louisiana
Hulbert,Oklahoma
Burke,Virginia
Kahului,Hawaii
South Sutton,New Hampshire
Hemingway,South Carolina
Coudersport,Pennsylvania
Sheridan,Arkansas
Clarksville,Virginia
Des Moines,Illinois
El Cajon,California
Millboro,Virginia
Mc Minnville,Tennessee
Rancho Palos Ve,California
Lawrence Township,New Jersey
Richland,Pennsylvania
Easley,South Carolina
San Fransisco,California
Tioga,Florida
Avon-by-the-Sea,New Jersey
Clarkesville,Maryland
Forrest City,Arkansas
Weston,West Virginia
Sherrill,Arkansas
Yatahey,New Mexico
Cleveland Hgts,Ohio
Galion,Ohio
Isle Au Haut,Maine
Skagway,Alaska
Spanishburg,West Virginia
Elmurst,New York
Albaso,Texas
Alton,Virginia
Purcell,Oklahoma
Great Falls,Virginia
Gladstone,Oregon
Elysburg,Pennsylvania
Mamou,Louisiana
Green Creek,New Jersey
Mason,New Hampshire
Oxford,Georgia
Glen Rock,New Jersey
Bee Cave,Texas
Siesta Key,Florida
Georgetown,Kentucky
Kirkwood,Pennsylvania
Walden,New York
North Lima,Ohio
honolulu/ hi,Hawaii
Mcminnville,Oregon
Hollis Hills,New York
Elicott City,Maryland
Rockville,Massachusetts
Selma,Alabama
Hermitage,Pennsylvania
Marydel,Delaware
Coronado,California
Bartlett,New Hampshire
Minot,North Dakota
Maspeth,New York
Zionsville,Pennsylvania
Roxboro,North Carolina
Marshallville,Ohio
St Michaels,Maryland
Cambridge Springs,Pennsylvania
Holbrook,Massachusetts
Gates Mills,Ohio
Avon,Indiana
Duck,North Carolina
Mattaponi,Virginia
Cambridge,Minnesota
Sublimity,Oregon
Edwards,Colorado
Smyrna,Delaware
Clinton,Tennessee
Fort Ord,California
Seven Devils,North Carolina
Trego,Wisconsin
Cohoes,New York
Villa Park,Illinois
Felton,Delaware
Troy,New Hampshire
Last Vegas,Nevada
Oakland,New Jersey
Roseville,California
Cathlamet,Washington
Ocean City,Maryland
Willingboro,New Jersey
Tangipahoa,Louisiana
Elkton,Kentucky
Sagle,Idaho
Boiling Springs,North Carolina
Lenzburg,Military Europe
Bondville,Vermont
Garfield,New Jersey
Mogadore,Ohio
Cinncinnati,Ohio
Grafton,Ohio
Geneva,Illinois
Painter,Virginia
Jb Andrews,Maryland
East Greewich,Rhode Island
Clifford,Virginia
Saint Francis,Wisconsin
North Mankato,Minnesota
Fort Hall,Idaho
Gwynedd,Pennsylvania
Walton,Kentucky
Belmont,North Carolina
Hanover,New Mexico
Carpentersvle,Illinois
Akron,New York
Zephyr Cove,Nevada
Anchorage,Ohio
Toddville,Maryland
Chevychase,Maryland
Grantham,New Hampshire
Las Piedras,Puerto Rico
La Quinta,California
1208 Ballard St,Maryland
Bethel Park,Pennsylvania
Elsie,Michigan
Holden,Missouri
Gaines,Michigan
Franklin Lakes,New Jersey
Hana,Hawaii
Rouses Point,New York
Washinton,District of Columbia
Pleasant Valley,Iowa
Saint Paul,Minnesota
Estero,Florida
Apo Miami,Florida
Manasas,Virginia
Montgomery,Illinois
"Arlington, Va 22205 1939",District of Columbia
Hackensack,New Jersey
Tinley Park,Illinois
Tieton,Washington
Voorhes,New Jersey
Windsor,District of Columbia
Belen,Iowa
Kent,Iowa
Vega Alta,Puerto Rico
Colege Park,Maryland
Minnetrista,Minnesota
Calumet,Michigan
Saint Albans,New York
Oakpark,Virginia
South Saint Paul,Minnesota
Genoa,New York
Basehor,Kansas
Phelps,Wisconsin
Harbert,Michigan
"Reston, Va 20190 4786",Virginia
Memphis,Tennessee
Chamblee,Georgia
"Arlington, Va 22202 5603",Virginia
Sherman,Texas
Old Washington,Ohio
Bethesda,District of Columbia
Milan,Georgia
Goodyear,Arizona
Mansfield,Georgia
Moose,Wyoming
Waynesboro,Pennsylvania
-----------------,Military Americas
Elsmere,Delaware
Millers Creek,North Carolina
Manitou,Kentucky
McLeadn Hamlet,Virginia
Randoloh,New Jersey
Webster,North Carolina
Layton,Utah
Normandy,Tennessee
Manon,Montana
Washingtn,District of Columbia
Wilder,Kentucky
Bristol,Vermont
Pena Blanca,New Mexico
Indian Harbour Beach,Florida
Knoxville,Tennessee
Greenwood Village,Colorado
Etna,Pennsylvania
Monmouth,Maine
Glorieta,New Mexico
Sun Valley,Idaho
Hyndhurst,Ohio
West Hatfield,Massachusetts
Williston,Vermont
Billerica,Massachusetts
Landisburg,Pennsylvania
South Strafford,Vermont
Gratiot,Ohio
Salt Flat,Texas
Lewiston,Maine
Saint Joseph,Michigan
Allenspark,Colorado
Gilroy,California
Incline Village,Nevada
Nanjing,Military Pacific
West Haven,Connecticut
Peabody,Massachusetts
East Freetown,Massachusetts
Oyster Bay,New York
Brookhaven,New York
Live Oak,Florida
Barryville,New York
Seal Beach,California
Jupiter,Florida
Mountain Brk,Alabama
Del Ray Beach,Florida
Hyattsville,Maryland
Hancock,Maryland
Rio Rico,Arizona
Fredonia,Wisconsin
"Seoul, Korea",Military Pacific
Vilonia,Arkansas
Ft Pierce,Florida
Kintnersville,Pennsylvania
Rye Beach,New Hampshire
Hollywood,Maryland
Hiram,Georgia
New Enterprise,Pennsylvania
Hollis Queens,New York
Newotn,Massachusetts
Dcshington,District of Columbia
Guysville,Ohio
Newton,Alabama
Roxbury Crossing,Massachusetts
Oakland,Tennessee
Fairview,Oregon
Kingston,Tennessee
Bethlehem,Connecticut
Newton Hlds,Massachusetts
Annandle,Virginia
Aguada,Puerto Rico
Hope,New Jersey
Warrensburg,New York
Osterville,Massachusetts
Front Royal,Virginia
Brownsburg,Indiana
Watertown,Connecticut
Karachi,Military Pacific
Frederick,Colorado
Holley,New York
Ozark,Missouri
Belmont,Massachusetts
Seabrook,Texas
Medicine Park,Oklahoma
Chaeatam,Illinois
Camp Spring,Maryland
Jamestown,Colorado
Lansing,Michigan
Peoria,Illinois
White Bluff,Tennessee
Forrest Hills,New York
Pomona Park,Florida
Highland Park,Illinois
Ottawa,Illinois
Ingram,Texas
Westampton,New Jersey
Madison Heights,Virginia
Decatur,Illinois
Melvin,Kentucky
Jonesville,Michigan
Frankfort,New York
"Vienna                        ",Maryland
Escondido,Louisiana
Reedsville,West Virginia
Bessemer,Pennsylvania
Zuni,Virginia
Exmore,Virginia
Sherwood,Ohio
Mount Holly,Virginia
Hughesville,Maryland
Hampton Cove,Alabama
Batesville,Mississippi
Bear Lake,Michigan
Brownsboro,Alabama
Cedarville,Ohio
Nakawao,Hawaii
Bridgeport,New York
Haverhill,Massachusetts
Clifford Township,Pennsylvania
Groverport,Ohio
Saratoga Spgs,New York
Wasilla,Alaska
Streator,Illinois
San German,Puerto Rico
Sandia Pueblo,New Mexico
Mercersburg,Pennsylvania
Marshall,Virginia
Bloomfield Hills,Michigan
Apison,Tennessee
Rossville,Kansas
Mazkeret-Batya,Texas
Jamesville,North Carolina
Youngstown,Ohio
Warrenville Hts,Ohio
Johnson,New York
Wellsville,Kansas
New Market,Maryland
Mastic,New York
Georgetown,Delaware
Fort Mc Coy,Florida
Hampton,Virginia
Hudson,Colorado
Farmers Branch,Hawaii
Auburn,New York
Clinton Twp,Michigan
Clinton Twp.,Michigan
Johns Island,South Carolina
Masonic Home,Kentucky
Selma,Texas
Greenfield,California
John's Island,South Carolina
Russell,Massachusetts
N Highlands,California
Cache,Oklahoma
Fishkill,New York
Adams,Massachusetts
Newport,Michigan
Fort Collins,Colorado
Siler Spring,Maryland
Kettering,Ohio
Topping,Virginia
Abilene,Kansas
Bridgeton,Maine
Casco,Maine
Motley,Minnesota
Staffordville,Connecticut
Sybertsville,Pennsylvania
Seaview,Virginia
Arlington,Virginia
Capron,Virginia
Merrill,Michigan
Ruxton,Maryland
Glover,Vermont
Peotone,Illinois
Sunnyvale,Texas
Huntington Vally,Pennsylvania
Franklin,Connecticut
Farmington,Michigan
North Bonneville,Washington
St. Helena Island,South Carolina
Culumbus,Ohio
Harpers Ferry,West Virginia
Harper's Ferry,West Virginia
Hideaway,Texas
Penfield,New York
Pineville,Pennsylvania
Suisun City,California
Moodus,Connecticut
North Saint Paul,Minnesota
Horseshoe Falls,New York
Savoy,Illinois
Estancia,New Mexico
De Soto,Missouri
West Newyork,New Jersey
Hampden,Massachusetts
Richfield,Pennsylvania
"Silver Spring, Md",Maryland
Stetson,Maine
Alexandra,Virginia
Rentz,Georgia
Canyon Cntry,California
Wayne,Illinois
Jaxville Bch,Florida
Newport,North Carolina
Ridgeland,Mississippi
Mount Pleasant,Tennessee
Bannockburn,Illinois
Garden City,Kansas
Washington,California
Columbus,Georgia
Bolivar,New York
Mechanicville,New York
West Milton,Ohio
Georgetown,Colorado
Ottowa,Ohio
New Ashford,Massachusetts
Coatesville,Pennsylvania
Santa Clarita,California
Fogelsville,Pennsylvania
Morgantown,North Carolina
Worc,Massachusetts
Sidney,Ohio
Indialantic,Florida
Rio Medina,Texas
Northvale,New Jersey
Garrettsville,Ohio
Elkview,West Virginia
Massillon,Ohio
Traverse City,Michigan
Middle Ridge,Military Pacific
Westfield,Ohio
W. Covina,California
Lakewood,California
Nunnelly,Tennessee
Flowery Branch,Georgia
Columbia Hts,Minnesota
Henderson,Tennessee
Marietta,South Carolina
Holmes,New York
Mary,New York
Lexington,Michigan
Glendale,Missouri
Applegate,Oregon
Oxonhill,Maryland
Borne,Massachusetts
Tobyhannah,Pennsylvania
Mendota,Illinois
Shady Side,Maryland
Swans Island,Maine
Dobbs Ferry,New York
Lomita,California
"Falls Church, Va 22042 1",Virginia
Flower Mound,Texas
Uncasville,Connecticut
Hudsonville,Michigan
South Chesterfield,Virginia
Ft. Thomas,Kentucky
Monte Vista,Colorado
Mehoopany,Pennsylvania
Rabat Morocco,Missouri
Elkmont,Alabama
Foster City,California
"Urayasu-Shi, Chia-Ken",District of Columbia
Northlake,Illinois
Milan,Indiana
Centervile,Massachusetts
"Bethesda, Md 20817 7883",Virginia
Blue Glass,Iowa
Valley,Nebraska
NULL,Kentucky
Lezerett,Massachusetts
Starksboro,Vermont
Grosse Pointe Woods,Michigan
Westport,New York
Plesanton,California
Short Hills,New Jersey
Whittier,California
Brooklun,New York
Mount Kisko,New York
Hanover,Pennsylvania
Oak Lawn,Illinois
Macungie,Pennsylvania
Albion,New York
Mt Laurel,New Jersey
Granbury,Texas
Eastpoint,Florida
Brooksville,Florida
North Oaks,Minnesota
Northboro,Massachusetts
Caldwell,Tennessee
Stone Harbor,New Jersey
Canon City,Colorado
Fowlerville,Michigan
Rices Landing,Pennsylvania
Elgin,Illinois
Aledo,Illinois
Spring Gap,Maryland
Nothfield,Ohio
Danby,Vermont
Prospect,Virginia
Medford,New Jersey
Paramount,California
Cascade,Maryland
Newtown,North Dakota
Cranberry Twnp,Pennsylvania
Friedheim,Missouri
Thermopolis,Wyoming
Oxford,North Carolina
East Hampton,New York
Greenville,Mississippi
Culpepper,Virginia
Lanton,North Carolina
Sterling,Maryland
Jamestown,Tennessee
"Fort Washington, Md 20744",Maryland
Sells,Arizona
Avenel,New Jersey
Santa Monica,California
